"ENSEMBL_ID"	"Gene_Symbol"	"Gene_Length"	"CS52new.ISO_4"	"CS52old.ISO_4a"	"CS52old.ISO_4b"
"ENSG00000167664"	"TMIGD2"	1262	0	1	4
"ENSG00000105255"	"FSD1"	3111	0	19	25
"ENSG00000178078"	"STAP2"	2766	2	44	44
"ENSG00000269425"	"AC104521.1"	279	0	2	1
"ENSG00000008382"	"MPND"	2049	332	48	123
"ENSG00000269807"	"AC007292.3"	357	3	2	2
"ENSG00000267938"	"EIF1P6"	334	0	1	2
"ENSG00000269318"	"AC007292.2"	1812	15	2	7
"ENSG00000141985"	"SH3GL1"	3685	1073	1266	1047
"ENSG00000267980"	"AC007292.1"	746	25	6	8
"ENSG00000167670"	"CHAF1A"	4299	358	88	166
"ENSG00000267255"	"AC011498.3"	569	1	0	1
"ENSG00000167671"	"UBXN6"	5275	1611	952	1133
"ENSG00000266437"	"MIR4746"	71	0	0	0
"ENSG00000267030"	"AC011498.2"	540	3	1	1
"ENSG00000280239"	"AC011498.7"	2027	18	4	9
"ENSG00000267769"	"AC011498.6"	510	19	5	17
"ENSG00000267011"	"AC011498.1"	837	6	0	2
"ENSG00000167674"	"HDGFL2"	4299	814	850	929
"ENSG00000167676"	"PLIN4"	6502	3	3	5
"ENSG00000214456"	"PLIN5"	4815	4	1	1
"ENSG00000267385"	"AC011498.4"	1803	4	0	0
"ENSG00000171236"	"LRG1"	3133	321	0	9
"ENSG00000167680"	"SEMA6B"	4412	713	120	143
"ENSG00000267408"	"AC011498.5"	486	0	0	1
"ENSG00000185361"	"TNFAIP8L1"	6667	2325	59	149
"ENSG00000074842"	"MYDGF"	1678	2385	2874	2550
"ENSG00000268565"	"AC005339.1"	392	11	5	6
"ENSG00000142002"	"DPP9"	8324	2659	539	742
"ENSG00000205790"	"DPP9-AS1"	3071	3	6	3
"ENSG00000176840"	"MIR7-3HG"	1124	0	0	0
"ENSG00000207630"	"MIR7-3"	110	0	0	0
"ENSG00000268536"	"AC005523.1"	418	1	0	0
"ENSG00000141965"	"FEM1A"	9593	894	313	393
"ENSG00000269604"	"AC005523.2"	3572	28	9	4
"ENSG00000127666"	"TICAM1"	2676	158	51	55
"ENSG00000267484"	"AC027319.1"	511	5	6	4
"ENSG00000105355"	"PLIN3"	2813	1453	1621	1135
"ENSG00000205784"	"ARRDC5"	1638	14	3	0
"ENSG00000276043"	"UHRF1"	5145	97	47	50
"ENSG00000263409"	"MIR4747"	54	0	0	0
"ENSG00000127663"	"KDM4B"	14716	842	699	833
"ENSG00000105426"	"PTPRS"	8565	391	1809	2075
"ENSG00000267550"	"AC022517.1"	346	0	0	0
"ENSG00000239524"	"RPL32P34"	400	0	0	0
"ENSG00000274447"	"AC005790.1"	450	0	0	0
"ENSG00000105428"	"ZNRF4"	1426	0	0	0
"ENSG00000223573"	"TINCR"	4429	3	68	15
"ENSG00000233270"	"SNRPEP4"	279	7	0	7
"ENSG00000130254"	"SAFB2"	6222	1379	1954	1469
"ENSG00000160633"	"SAFB"	7036	2279	2173	2044
"ENSG00000130255"	"RPL36"	2272	4536	4497	5327
"ENSG00000174917"	"C19orf70"	1854	269	118	167
"ENSG00000167733"	"HSD11B1L"	2991	38	89	109
"ENSG00000196365"	"LONP1"	5085	2020	1921	2239
"ENSG00000174898"	"CATSPERD"	2741	0	0	1
"ENSG00000212123"	"PRR22"	1806	36	1	5
"ENSG00000267157"	"AC011499.1"	581	0	0	0
"ENSG00000141994"	"DUS3L"	3642	460	101	102
"ENSG00000171119"	"NRTN"	1109	0	26	27
"ENSG00000156413"	"FUT6"	4349	0	2	1
"ENSG00000171124"	"FUT3"	3109	0	25	17
"ENSG00000267709"	"AC024592.2"	1188	0	2	1
"ENSG00000130383"	"FUT5"	1992	0	2	1
"ENSG00000267740"	"AC024592.3"	2193	0	0	0
"ENSG00000174886"	"NDUFA11"	4839	149	102	84
"ENSG00000266941"	"AC024592.1"	356	2	0	0
"ENSG00000267314"	"AC104532.1"	580	0	0	0
"ENSG00000187650"	"VMAC"	2254	141	36	84
"ENSG00000267571"	"AC104532.2"	589	5	1	1
"ENSG00000105519"	"CAPS"	4097	119	39	84
"ENSG00000031823"	"RANBP3"	7445	1376	562	715
"ENSG00000266983"	"AC011444.1"	639	1	0	0
"ENSG00000087903"	"RFX2"	9094	176	79	102
"ENSG00000267262"	"AC011444.2"	567	2	0	0
"ENSG00000267589"	"AC011444.4"	418	1	0	0
"ENSG00000267299"	"AC011444.3"	325	0	0	0
"ENSG00000130377"	"ACSBG2"	3447	1	0	0
"ENSG00000267415"	"AC011471.1"	187	0	0	0
"ENSG00000284490"	"AC011471.4"	216	0	0	0
"ENSG00000130382"	"MLLT1"	4740	1068	992	1010
"ENSG00000267563"	"AC011471.2"	523	0	0	0
"ENSG00000280394"	"AC011471.3"	402	0	0	0
"ENSG00000167769"	"ACER1"	1445	0	2	1
"ENSG00000269802"	"AC011491.3"	559	0	0	2
"ENSG00000125656"	"CLPP"	2278	354	465	355
"ENSG00000125652"	"ALKBH7"	1455	400	322	319
"ENSG00000125650"	"PSPN"	3911	44	119	84
"ENSG00000125651"	"GTF2F1"	3134	1874	1929	2410
"ENSG00000269444"	"AC011491.2"	447	1	0	1
"ENSG00000274390"	"MIR6885"	66	0	0	0
"ENSG00000273758"	"MIR6790"	63	0	0	0
"ENSG00000214347"	"AC011491.1"	705	0	0	0
"ENSG00000088247"	"KHSRP"	4563	3814	2881	3018
"ENSG00000284159"	"MIR3940"	102	0	0	0
"ENSG00000181240"	"SLC25A41"	1649	0	1	3
"ENSG00000125648"	"SLC25A23"	4859	470	734	905
"ENSG00000130545"	"CRB3"	1592	1	2	0
"ENSG00000205744"	"DENND1C"	4657	589	0	54
"ENSG00000275234"	"AC010503.4"	688	0	0	0
"ENSG00000104833"	"TUBB4A"	3466	18	1	4
"ENSG00000268203"	"AC010503.2"	296	0	0	0
"ENSG00000268191"	"AC010503.1"	520	0	0	0
"ENSG00000125657"	"TNFSF9"	1665	60	55	31
"ENSG00000268742"	"AC010503.3"	540	0	0	0
"ENSG00000269546"	"CLIC4P2"	717	0	0	1
"ENSG00000199223"	"RF00019"	102	0	0	0
"ENSG00000125726"	"CD70"	1532	7	0	0
"ENSG00000268785"	"RPL7P50"	727	0	0	0
"ENSG00000125735"	"TNFSF14"	4778	320	3	0
"ENSG00000125730"	"C3"	8328	82363	2512	2319
"ENSG00000276980"	"AC008760.2"	1357	240	2	0
"ENSG00000125734"	"GPR108"	3213	952	343	424
"ENSG00000283950"	"MIR6791"	67	0	0	0
"ENSG00000125733"	"TRIP10"	3982	390	1655	1006
"ENSG00000269680"	"AC008760.1"	686	0	1	0
"ENSG00000125731"	"SH2D3A"	5716	7	3	0
"ENSG00000141968"	"VAV1"	4305	3467	3	252
"ENSG00000174837"	"ADGRE1"	3707	1121	0	48
"ENSG00000280091"	"AC020895.2"	1839	3	0	0
"ENSG00000269385"	"AC020895.1"	272	2	0	0
"ENSG00000276568"	"RF00017"	285	0	0	0
"ENSG00000268758"	"ADGRE4P"	3321	212	3	108
"ENSG00000268845"	"AC025278.1"	515	0	0	0
"ENSG00000269761"	"FLJ25758"	1063	0	0	0
"ENSG00000283679"	"AC025278.2"	796	0	0	0
"ENSG00000196589"	"MBD3L2B"	860	0	0	0
"ENSG00000237247"	"MBD3L5"	778	0	0	0
"ENSG00000205718"	"MBD3L4"	775	0	0	0
"ENSG00000230522"	"MBD3L2"	793	0	0	0
"ENSG00000182315"	"MBD3L3"	775	0	0	0
"ENSG00000130544"	"ZNF557"	6018	509	253	441
"ENSG00000171105"	"INSR"	10451	632	1567	1906
"ENSG00000263264"	"AC119396.1"	1558	8	0	2
"ENSG00000268861"	"AC008878.3"	4964	0	0	0
"ENSG00000267852"	"AC119396.2"	363	0	4	16
"ENSG00000104880"	"ARHGEF18"	6235	130	102	87
"ENSG00000104883"	"PEX11G"	1466	31	2	11
"ENSG00000198723"	"TEX45"	2912	0	0	0
"ENSG00000267952"	"AC008878.1"	634	0	0	0
"ENSG00000198816"	"ZNF358"	2069	220	219	235
"ENSG00000269371"	"AC008878.4"	293	2	0	2
"ENSG00000090674"	"MCOLN1"	3956	842	141	358
"ENSG00000268614"	"AC008878.2"	942	0	0	0
"ENSG00000032444"	"PNPLA6"	7172	455	631	392
"ENSG00000076826"	"CAMSAP3"	4845	27	14	40
"ENSG00000273657"	"MIR6792"	67	0	0	0
"ENSG00000076924"	"XAB2"	4673	544	472	537
"ENSG00000229833"	"PET100"	2220	80	48	55
"ENSG00000268400"	"AC008763.2"	1366	0	0	0
"ENSG00000174788"	"PCP2"	799	10	0	0
"ENSG00000268204"	"AC008763.1"	843	11	0	0
"ENSG00000076944"	"STXBP2"	6036	876	51	98
"ENSG00000269228"	"RPS27AP19"	458	1	0	1
"ENSG00000104918"	"RETN"	520	452	0	19
"ENSG00000183019"	"MCEMP1"	1906	72	0	0
"ENSG00000269711"	"AC008763.3"	777	0	0	0
"ENSG00000181029"	"TRAPPC5"	5669	33	18	49
"ENSG00000104921"	"FCER2"	2451	3	0	0
"ENSG00000182566"	"CLEC4G"	1754	0	0	0
"ENSG00000090659"	"CD209"	4413	18	1	74
"ENSG00000242636"	"RPL21P129"	478	0	1	0
"ENSG00000104938"	"CLEC4M"	4066	0	0	2
"ENSG00000268297"	"CLEC4GP1"	870	0	0	0
"ENSG00000269763"	"EXOSC3P2"	497	0	0	1
"ENSG00000142459"	"EVI5L"	6252	189	184	250
"ENSG00000183248"	"PRR36"	4456	0	28	24
"ENSG00000268120"	"AC010336.3"	667	0	0	0
"ENSG00000269153"	"LYPLA2P2"	676	0	1	0
"ENSG00000199900"	"RNA5SP463"	120	0	0	0
"ENSG00000285674"	"AC010336.7"	120	0	0	0
"ENSG00000171017"	"LRRC8E"	4329	2	74	54
"ENSG00000214248"	"AC010336.1"	4739	16	12	35
"ENSG00000076984"	"MAP2K7"	5145	695	581	539
"ENSG00000268149"	"AC010336.4"	438	4	0	4
"ENSG00000260001"	"TGFBR3L"	1516	4	26	44
"ENSG00000260500"	"AC010336.2"	506	2	2	3
"ENSG00000104976"	"SNAPC2"	2000	179	154	133
"ENSG00000178531"	"CTXN1"	1274	1	15	7
"ENSG00000269139"	"AC010336.5"	714	1	2	0
"ENSG00000104980"	"TIMM44"	4888	652	788	746
"ENSG00000066044"	"ELAVL1"	6956	1787	1555	1673
"ENSG00000269813"	"AC010336.6"	528	0	2	4
"ENSG00000267939"	"AC008946.1"	421	1	0	2
"ENSG00000131142"	"CCL25"	989	0	0	1
"ENSG00000142449"	"FBN3"	10113	0	6	12
"ENSG00000269651"	"AC022146.1"	847	0	0	0
"ENSG00000090661"	"CERS4"	4059	900	318	453
"ENSG00000271717"	"AC022146.2"	348	0	0	0
"ENSG00000167775"	"CD320"	2277	112	223	197
"ENSG00000167774"	"AC010323.1"	580	0	0	0
"ENSG00000267855"	"NDUFA7"	1413	8	2	5
"ENSG00000233927"	"RPS28"	2119	968	718	858
"ENSG00000186994"	"KANK3"	3594	0	10	6
"ENSG00000268884"	"AC010323.2"	594	0	0	0
"ENSG00000167772"	"ANGPTL4"	2482	5	523	356
"ENSG00000269386"	"RAB11B-AS1"	1156	72	38	63
"ENSG00000265390"	"MIR4999"	91	0	1	1
"ENSG00000185236"	"RAB11B"	2470	859	668	622
"ENSG00000099785"	"MARCH2"	2216	514	97	207
"ENSG00000268931"	"AC136469.1"	511	0	1	0
"ENSG00000279827"	"AC136469.2"	1028	30	8	14
"ENSG00000099783"	"HNRNPM"	5614	4852	1554	2305
"ENSG00000133246"	"PRAM1"	3763	2163	1	46
"ENSG00000133250"	"ZNF414"	2758	103	34	61
"ENSG00000142347"	"MYO1F"	8549	6810	21	479
"ENSG00000268618"	"AC092316.1"	297	0	1	1
"ENSG00000142303"	"ADAMTS10"	5703	121	344	475
"ENSG00000267986"	"AC130469.1"	388	0	1	0
"ENSG00000268480"	"LINC01862"	478	0	0	0
"ENSG00000261866"	"AC243312.1"	275	0	0	0
"ENSG00000279426"	"AC243312.2"	601	0	0	0
"ENSG00000181786"	"ACTL9"	1426	0	0	0
"ENSG00000181733"	"OR2Z1"	1755	0	0	0
"ENSG00000269244"	"RPL23AP78"	470	0	0	0
"ENSG00000268922"	"AC012616.1"	197	0	0	0
"ENSG00000167785"	"ZNF558"	8184	10	0	7
"ENSG00000269300"	"AC008734.1"	537	0	0	0
"ENSG00000170948"	"MBD3L1"	958	0	0	0
"ENSG00000269400"	"AC008734.2"	477	0	0	0
"ENSG00000181143"	"MUC16"	43830	0	14	8
"ENSG00000267332"	"BOLA3P2"	323	0	0	0
"ENSG00000267154"	"OR1M4P"	287	0	0	0
"ENSG00000170929"	"OR1M1"	2588	0	0	0
"ENSG00000170923"	"OR7G2"	3062	0	0	0
"ENSG00000161807"	"OR7G1"	936	0	0	0
"ENSG00000275787"	"OR7G15P"	333	0	0	0
"ENSG00000170920"	"OR7G3"	939	0	0	0
"ENSG00000130803"	"ZNF317"	5065	1299	945	817
"ENSG00000188000"	"OR7D2"	3460	1	2	2
"ENSG00000267418"	"ELOCP29"	334	0	1	0
"ENSG00000267775"	"OR7E16P"	885	0	0	0
"ENSG00000187847"	"OR7E25P"	5937	0	0	0
"ENSG00000174667"	"OR7D4"	4986	0	0	0
"ENSG00000188314"	"OR7D1P"	933	0	0	0
"ENSG00000237521"	"OR7E24"	1870	0	0	0
"ENSG00000180926"	"OR7E18P"	702	0	0	0
"ENSG00000225980"	"OR7E19P"	968	0	1	0
"ENSG00000226480"	"OR7H1P"	922	0	0	0
"ENSG00000267510"	"AC011451.1"	405	0	0	0
"ENSG00000196110"	"ZNF699"	3623	64	147	174
"ENSG00000188321"	"ZNF559"	6783	271	151	352
"ENSG00000270011"	"ZNF559-ZNF177"	4273	0	1	1
"ENSG00000270614"	"AC011451.2"	598	0	0	0
"ENSG00000188629"	"ZNF177"	2979	0	0	0
"ENSG00000283108"	"AC011451.3"	935	0	0	0
"ENSG00000174652"	"ZNF266"	5404	1432	879	1496
"ENSG00000198028"	"ZNF560"	2836	0	1	0
"ENSG00000267273"	"AC008567.2"	656	0	0	0
"ENSG00000260112"	"AC008567.1"	1192	0	0	1
"ENSG00000130818"	"ZNF426"	7545	345	850	1129
"ENSG00000278611"	"ZNF426-DT"	865	3	7	13
"ENSG00000197961"	"ZNF121"	7251	1112	952	927
"ENSG00000171469"	"ZNF561"	6467	923	991	1599
"ENSG00000267106"	"ZNF561-AS1"	4659	72	76	157
"ENSG00000171466"	"ZNF562"	13007	445	302	419
"ENSG00000239830"	"RPS4XP22"	780	28	28	47
"ENSG00000224689"	"ZNF812P"	2332	0	1	0
"ENSG00000277587"	"AC008759.3"	508	0	1	1
"ENSG00000267490"	"AC008759.1"	983	0	0	0
"ENSG00000267612"	"AC008759.2"	600	0	0	0
"ENSG00000196605"	"ZNF846"	3912	161	370	604
"ENSG00000267370"	"AC008752.3"	712	14	68	81
"ENSG00000267741"	"UBE2L4"	464	1	1	1
"ENSG00000266950"	"AC008752.1"	408	1	0	3
"ENSG00000127452"	"FBXL12"	2913	324	515	442
"ENSG00000200237"	"RF00156"	141	0	0	0
"ENSG00000267119"	"RPL10P15"	315	2	6	4
"ENSG00000198258"	"UBL5"	1931	1364	1104	1071
"ENSG00000267289"	"AC008752.2"	750	0	0	0
"ENSG00000127445"	"PIN1"	4570	561	203	272
"ENSG00000105088"	"OLFM2"	2500	195	135	61
"ENSG00000080573"	"COL5A3"	6750	3	217	77
"ENSG00000267650"	"AC008742.1"	1167	0	0	0
"ENSG00000080511"	"RDH8"	2001	0	0	0
"ENSG00000167798"	"C3P1"	4959	0	0	0
"ENSG00000266204"	"MIR5589"	60	0	0	0
"ENSG00000130813"	"C19orf66"	4341	610	437	557
"ENSG00000267387"	"AC020931.1"	1346	5	2	3
"ENSG00000130812"	"ANGPTL6"	2181	62	5	15
"ENSG00000243207"	"PPAN-P2RY11"	2661	0	0	0
"ENSG00000130810"	"PPAN"	2583	62	20	18
"ENSG00000209645"	"SNORD105"	85	0	0	0
"ENSG00000238531"	"SNORD105B"	79	0	0	0
"ENSG00000244165"	"P2RY11"	2295	395	38	25
"ENSG00000130811"	"EIF3G"	3486	2246	1590	1815
"ENSG00000130816"	"DNMT1"	9796	4079	1282	1689
"ENSG00000267534"	"S1PR2"	3643	926	443	468
"ENSG00000264266"	"MIR4322"	73	0	0	0
"ENSG00000105364"	"MRPL4"	4070	677	167	224
"ENSG00000266978"	"AC011511.2"	918	1	1	2
"ENSG00000267105"	"AC011511.3"	355	4	0	1
"ENSG00000090339"	"ICAM1"	3706	3346	372	945
"ENSG00000267607"	"AC011511.5"	3219	9	1	8
"ENSG00000105371"	"ICAM4"	1427	23	24	61
"ENSG00000105376"	"ICAM5"	3906	57	149	139
"ENSG00000220201"	"ZGLP1"	2431	11	3	23
"ENSG00000167807"	"AC011511.1"	2090	1	3	0
"ENSG00000267673"	"FDX2"	1371	3	0	0
"ENSG00000267303"	"AC011511.4"	1850	0	0	0
"ENSG00000161847"	"RAVER1"	4981	243	177	144
"ENSG00000274425"	"AC114271.1"	2813	42	41	40
"ENSG00000076662"	"ICAM3"	2950	398	78	62
"ENSG00000105397"	"TYK2"	6773	1952	622	705
"ENSG00000105401"	"CDC37"	3041	2797	1714	2031
"ENSG00000284268"	"MIR1181"	81	0	0	0
"ENSG00000065989"	"PDE4A"	6646	219	123	225
"ENSG00000079999"	"KEAP1"	3761	1027	654	801
"ENSG00000267197"	"AC011461.1"	357	5	0	2
"ENSG00000180739"	"S1PR5"	2806	4	137	124
"ENSG00000130734"	"ATG4D"	2278	176	153	105
"ENSG00000238364"	"RNU7-140P"	60	0	1	0
"ENSG00000221410"	"MIR1238"	83	0	0	0
"ENSG00000129347"	"KRI1"	4267	416	365	457
"ENSG00000129355"	"CDKN2D"	1503	34	154	67
"ENSG00000129354"	"AP1M2"	2214	14	8	2
"ENSG00000271010"	"AC011475.1"	965	0	0	0
"ENSG00000129353"	"SLC44A2"	5216	1978	1849	2232
"ENSG00000267100"	"ILF3-DT"	1983	208	69	181
"ENSG00000129351"	"ILF3"	11022	5061	4539	4605
"ENSG00000213339"	"QTRT1"	3430	232	116	126
"ENSG00000079805"	"DNM2"	13443	4337	1614	2161
"ENSG00000207972"	"MIR638"	100	0	0	0
"ENSG00000265879"	"MIR4748"	82	0	0	1
"ENSG00000207752"	"MIR199A1"	71	0	0	0
"ENSG00000275640"	"MIR6793"	63	1	0	0
"ENSG00000099203"	"TMED1"	1513	288	328	308
"ENSG00000214212"	"C19orf38"	1565	122	16	66
"ENSG00000267544"	"AC007229.1"	412	4	6	7
"ENSG00000142453"	"CARM1"	4455	913	1030	1055
"ENSG00000130733"	"YIPF2"	2518	386	1246	1432
"ENSG00000142444"	"TIMM29"	1863	227	220	239
"ENSG00000127616"	"SMARCA4"	15778	2373	2456	2398
"ENSG00000266936"	"AC011442.1"	366	0	0	0
"ENSG00000276757"	"RN7SL192P"	299	5	2	0
"ENSG00000278643"	"RF02271"	186	0	0	0
"ENSG00000130164"	"LDLR"	7718	131	4346	897
"ENSG00000284553"	"MIR6886"	61	0	0	0
"ENSG00000161888"	"SPC24"	2839	43	38	91
"ENSG00000197256"	"KANK2"	7638	49	1391	2028
"ENSG00000130158"	"DOCK6"	12435	10	539	635
"ENSG00000267082"	"AC011472.1"	569	1	2	0
"ENSG00000279807"	"AC011472.5"	508	0	0	0
"ENSG00000273733"	"AC011472.4"	491	0	6	20
"ENSG00000130173"	"ANGPTL8"	1223	0	0	0
"ENSG00000130167"	"TSPAN16"	1561	0	0	3
"ENSG00000267174"	"AC011472.2"	685	0	4	0
"ENSG00000105514"	"RAB3D"	4417	4	316	400
"ENSG00000267576"	"AC011472.3"	906	0	2	5
"ENSG00000105518"	"TMEM205"	1606	55	177	202
"ENSG00000183401"	"CCDC159"	4064	52	154	212
"ENSG00000105520"	"PLPPR2"	3273	14	936	967
"ENSG00000267277"	"AC024575.1"	682	5	3	3
"ENSG00000173928"	"SWSAP1"	1684	36	8	13
"ENSG00000187266"	"EPOR"	3079	16	484	701
"ENSG00000205517"	"RGL3"	4358	0	11	26
"ENSG00000202357"	"RF00019"	109	0	0	0
"ENSG00000198003"	"CCDC151"	2681	1	13	39
"ENSG00000130175"	"PRKCSH"	5166	2737	5619	5883
"ENSG00000196361"	"ELAVL3"	4761	0	0	0
"ENSG00000267477"	"AC008481.3"	727	0	0	0
"ENSG00000161914"	"ZNF653"	3301	35	29	16
"ENSG00000274713"	"MIR7974"	79	0	0	0
"ENSG00000130159"	"ECSIT"	2370	329	234	239
"ENSG00000244080"	"RN7SL833P"	284	2	1	1
"ENSG00000213304"	"AC008481.2"	531	0	1	0
"ENSG00000213303"	"AC008481.1"	396	0	0	0
"ENSG00000130176"	"CNN1"	2887	7	173	95
"ENSG00000130165"	"ELOF1"	4173	541	217	249
"ENSG00000198551"	"ZNF627"	3827	312	382	606
"ENSG00000102575"	"ACP5"	2919	3560	9	1062
"ENSG00000249840"	"GAPDHP76"	976	3	0	0
"ENSG00000197332"	"AC008543.1"	3383	0	0	0
"ENSG00000267500"	"ZNF887P"	1407	1	1	2
"ENSG00000214223"	"HNRNPA1P10"	962	0	1	2
"ENSG00000267343"	"ZNF833P"	1592	0	0	0
"ENSG00000197933"	"ZNF823"	2459	81	116	88
"ENSG00000266922"	"AC008543.3"	491	0	3	1
"ENSG00000220949"	"AC008543.2"	1383	0	0	0
"ENSG00000197044"	"ZNF441"	4748	23	189	588
"ENSG00000267646"	"AC008543.5"	2515	0	0	0
"ENSG00000177599"	"ZNF491"	3032	0	32	81
"ENSG00000171295"	"ZNF440"	6427	318	174	246
"ENSG00000267089"	"AC008543.4"	442	0	0	0
"ENSG00000171291"	"ZNF439"	5207	6	37	68
"ENSG00000278897"	"AC020951.1"	2271	1	7	15
"ENSG00000198429"	"ZNF69"	2931	28	63	113
"ENSG00000196757"	"ZNF700"	3319	379	163	306
"ENSG00000267179"	"AC008770.2"	2219	1	0	0
"ENSG00000267274"	"AC008770.3"	468	7	7	4
"ENSG00000197054"	"ZNF763"	2845	6	4	18
"ENSG00000219665"	"ZNF433-AS1"	5890	136	64	55
"ENSG00000252060"	"RNA5SP464"	108	1	0	0
"ENSG00000197647"	"ZNF433"	3079	3	48	131
"ENSG00000257355"	"AC008770.1"	542	0	0	0
"ENSG00000212497"	"RNA5SP465"	109	0	0	0
"ENSG00000257446"	"ZNF878"	1734	0	1	3
"ENSG00000223547"	"ZNF844"	6620	5	137	331
"ENSG00000252546"	"RNA5SP466"	108	0	0	1
"ENSG00000199444"	"RF00019"	102	0	0	0
"ENSG00000214189"	"ZNF788P"	5692	4	48	71
"ENSG00000132010"	"ZNF20"	4148	3	4	5
"ENSG00000237273"	"RSL24D1P8"	492	0	0	1
"ENSG00000212576"	"RNA5SP467"	118	0	0	0
"ENSG00000213297"	"ZNF625-ZNF20"	3639	0	0	0
"ENSG00000242615"	"AC022415.1"	1517	6	18	15
"ENSG00000257591"	"ZNF625"	2204	1	5	5
"ENSG00000196646"	"ZNF136"	5425	309	253	447
"ENSG00000234773"	"AC012618.3"	3140	7	15	9
"ENSG00000197857"	"ZNF44"	6061	218	161	298
"ENSG00000213293"	"AC012618.1"	412	1	0	1
"ENSG00000234750"	"AC012618.2"	849	1	0	0
"ENSG00000188868"	"ZNF563"	2847	0	39	89
"ENSG00000198342"	"ZNF442"	6569	1	20	41
"ENSG00000231361"	"RPS29P23"	123	0	0	0
"ENSG00000268744"	"AC008758.4"	2593	1	1	2
"ENSG00000248406"	"AC008758.3"	1829	0	0	0
"ENSG00000196466"	"ZNF799"	5055	58	37	54
"ENSG00000268870"	"AC008758.5"	617	0	0	0
"ENSG00000180855"	"ZNF443"	2753	22	32	42
"ENSG00000269755"	"AC008758.6"	588	0	1	5
"ENSG00000234848"	"AC008758.2"	695	0	0	0
"ENSG00000242852"	"ZNF709"	5708	2	3	6
"ENSG00000196826"	"AC008758.1"	4505	0	0	0
"ENSG00000236483"	"MTND2P40"	841	0	0	0
"ENSG00000232579"	"MTCO1P27"	226	0	0	0
"ENSG00000230321"	"MTCO2P27"	428	0	0	0
"ENSG00000234003"	"MTATP6P27"	621	0	0	0
"ENSG00000235686"	"PPIAP20"	135	0	0	0
"ENSG00000249709"	"ZNF564"	3622	12	7	8
"ENSG00000269693"	"AC010422.6"	5857	13	5	8
"ENSG00000269560"	"AC010422.4"	533	2	0	2
"ENSG00000230310"	"AC010422.1"	543	0	2	1
"ENSG00000213290"	"PGK1P2"	1214	2	0	1
"ENSG00000188033"	"ZNF490"	4921	55	39	35
"ENSG00000173875"	"ZNF791"	6642	972	1357	1672
"ENSG00000178464"	"RPL10P16"	645	23	24	38
"ENSG00000269242"	"AC010422.3"	838	2	0	0
"ENSG00000104774"	"MAN2B1"	5374	6865	978	1794
"ENSG00000269590"	"AC010422.5"	585	0	0	0
"ENSG00000123154"	"WDR83"	2360	159	98	112
"ENSG00000105583"	"WDR83OS"	789	0	0	0
"ENSG00000285589"	"AC010422.8"	5025	42	47	35
"ENSG00000285583"	"AC010422.7"	567	0	0	0
"ENSG00000095059"	"DHPS"	3006	61	52	48
"ENSG00000268945"	"AC010422.2"	635	1	0	4
"ENSG00000283980"	"GNG14"	425	0	0	0
"ENSG00000132004"	"FBXW9"	2114	58	37	57
"ENSG00000267791"	"AC018761.4"	272	0	1	0
"ENSG00000105576"	"TNPO2"	7029	1133	1253	1322
"ENSG00000209702"	"SNORD41"	70	0	1	6
"ENSG00000267004"	"AC018761.1"	97	0	0	0
"ENSG00000123144"	"TRIR"	1402	2079	1024	1283
"ENSG00000198356"	"ASNA1"	1652	913	330	360
"ENSG00000039987"	"BEST2"	2646	0	0	0
"ENSG00000095066"	"HOOK2"	5950	329	193	277
"ENSG00000267212"	"AC018761.3"	388	0	0	1
"ENSG00000263800"	"MIR5684"	65	0	0	0
"ENSG00000171223"	"JUNB"	1820	2052	2546	1582
"ENSG00000167815"	"PRDX2"	2093	1492	871	909
"ENSG00000267062"	"AC018761.2"	296	4	3	4
"ENSG00000284491"	"THSD8"	1769	0	0	0
"ENSG00000104889"	"RNASEH2A"	3645	6	2	5
"ENSG00000132026"	"RTBDN"	2675	0	0	0
"ENSG00000267424"	"AC020934.1"	739	0	0	0
"ENSG00000105613"	"MAST1"	6533	1	6	9
"ENSG00000276181"	"MIR6794"	68	0	0	0
"ENSG00000105612"	"DNASE2"	2389	7899	890	1108
"ENSG00000267735"	"AC020934.2"	456	11	0	3
"ENSG00000105610"	"KLF1"	1611	20	0	0
"ENSG00000105607"	"GCDH"	4136	283	71	97
"ENSG00000240616"	"RPS6P25"	748	20	18	15
"ENSG00000161860"	"SYCE2"	1458	1	21	13
"ENSG00000266721"	"MIR5695"	85	0	0	0
"ENSG00000179115"	"FARSA"	2435	965	392	449
"ENSG00000266975"	"FARSA-AS1"	241	0	0	0
"ENSG00000179218"	"CALR"	2714	20987	20598	26504
"ENSG00000274417"	"MIR6515"	57	1	0	2
"ENSG00000267458"	"AC092069.1"	270	133	126	164
"ENSG00000179262"	"RAD23A"	2449	1722	1719	1593
"ENSG00000179271"	"GADD45GIP1"	1782	323	183	189
"ENSG00000179284"	"DAND5"	1997	0	0	0
"ENSG00000008441"	"NFIX"	6302	3	1321	1343
"ENSG00000267417"	"AC138474.1"	523	0	0	0
"ENSG00000267610"	"AC007787.1"	1583	0	0	0
"ENSG00000279044"	"AC007787.2"	599	0	1	2
"ENSG00000104903"	"LYL1"	3119	446	8	44
"ENSG00000104907"	"TRMT1"	3364	563	270	253
"ENSG00000160877"	"NACC1"	4474	1867	643	440
"ENSG00000266897"	"AC005546.1"	391	5	1	2
"ENSG00000267512"	"AC011446.1"	458	5	1	3
